attachment_id,title,source_export,source_url,archive_path,local_path
17,2147770870-e1763292893626,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/2147770870-e1763292893626.jpg,uploads/2025/11/2147770870-e1763292893626.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2147770870-e1763292893626.jpg
18,120044,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/120044.jpg,uploads/sites/2/2025/11/120044.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/120044.jpg
19,2151930388,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/2151930388.jpg,uploads/2025/11/2151930388.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2151930388.jpg
20,banner-wc-001-e1763484626801,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/banner-wc-001-e1763484626801.webp,uploads/sites/2/2025/11/banner-wc-001-e1763484626801.webp,/home/ubuntu/webdev-static-assets/na-south-africa/banner-wc-001-e1763484626801.webp
21,29376,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/29376.jpg,uploads/2025/11/29376.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/29376.jpg
4797,home-banner,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/home-banner.jpg,uploads/sites/3/2025/11/home-banner.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/home-banner.jpg
4803,logo,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/logo.png,uploads/2025/11/logo.png,/home/ubuntu/webdev-static-assets/na-south-africa/logo.png
4915,19692,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/19692.jpg,uploads/2025/11/19692.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/19692.jpg
4917,NA-Keytag-Welcome,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/NA-Keytag-Welcome.jpeg,uploads/sites/4/2025/11/NA-Keytag-Welcome.jpeg,/home/ubuntu/webdev-static-assets/na-south-africa/NA-Keytag-Welcome.jpeg
5033,WhatsApp Image 2026-02-23 at 14.43.50,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://na.org.za/pta/wp-content/uploads/sites/4/2026/02/WhatsApp-Image-2026-02-23-at-14.43.50.jpeg,uploads/sites/4/2026/02/WhatsApp-Image-2026-02-23-at-14.43.50.jpeg,/home/ubuntu/webdev-static-assets/na-south-africa/WhatsApp-Image-2026-02-23-at-14.43.50.jpeg
19,96081,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/96081.jpg,uploads/2025/11/96081.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/96081.jpg
20,29376,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/29376.jpg,uploads/2025/11/29376.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/29376.jpg
24,logo,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/logo.png,uploads/2025/11/logo.png,/home/ubuntu/webdev-static-assets/na-south-africa/logo.png
28,na-site-logo,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/na-site-logo.webp,uploads/2025/11/na-site-logo.webp,/home/ubuntu/webdev-static-assets/na-south-africa/na-site-logo.webp
743,women-s-day-celebration-with-flower,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/women-s-day-celebration-with-flower.jpg,uploads/2025/11/women-s-day-celebration-with-flower.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/women-s-day-celebration-with-flower.jpg
763,2151930384,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2151930384.jpg,uploads/2025/11/2151930384.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2151930384.jpg
769,2151930388,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2151930388.jpg,uploads/2025/11/2151930388.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2151930388.jpg
774,helping-each-other,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/helping-each-other.jpg,uploads/2025/11/helping-each-other.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/helping-each-other.jpg
787,2148398371,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2148398371.jpg,uploads/2025/11/2148398371.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148398371.jpg
791,143021,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/143021.jpg,uploads/2025/11/143021.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/143021.jpg
810,2147770870,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2147770870.jpg,uploads/2025/11/2147770870.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2147770870.jpg
820,2148938724,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2148938724.jpg,uploads/2025/11/2148938724.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148938724.jpg
826,2148101442,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/wp-content/uploads/2025/11/2148101442.jpg,uploads/2025/11/2148101442.jpg,/home/ubuntu/webdev-static-assets/na-south-africa/2148101442.jpg
