legacy_id,meeting_name,area,schedule,format,source_address,source_coordinates,legacy_geocode,address_verified,map_pin_confirmed,spelling_checked,contact_confirmed,priority,qa_status,source_url
4340,Serenity@Sunrise,Johannesburg,Monday 06:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/serenitysunrise1/
3902,JFT,Johannesburg,Monday 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft/
4332,JFT Meeting,Johannesburg,Monday 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft-online/
4406,Klerksdorp - Monday - 10:00,Johannesburg,Monday 10:00,in_person,"63 Alex St, Alabama, Klerksdorp, 2577, South Africa","-26.8728027, 26.5884986",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/klerksdorp-monday-1000/
3613,Hammanskraal Meeting - Monday,Pretoria,Monday 10:00,in_person,"2875 Molefe Makinta Rd, Kudube Unit 2, Temba, 0400, South Africa","-25.3698049, 28.2520853",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hammanskraal-meeting-monday-open/
3425,Green market square Express,Western Cape,Monday 13:05,in_person,"151 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa","-33.9228607, 18.4195143",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today/
4349,Virtual Online Group (VOG),Johannesburg,Monday 17:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog/
3615,Monday Second Chance Meeting,Pretoria,Monday 17:00,inactive,"Dr Ribane Cres, Mamelodi - MD1, Pretoria, 0122, South Africa","-25.705918, 28.357379",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/monday-second-chance-meeting/
3907,Senaone Soweto - Monday - 18:00,Johannesburg,Monday 18:00,in_person,"Makhetha St, Protea North, Soweto, 1815, South Africa","-26.2736579, 27.832889",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/senaone-soweto-monday-1800/
3909,Phefeni Soweto - Monday - 18:00,Johannesburg,Monday 18:00,in_person,"Funani St, Orlando, Soweto, 1804, South Africa","-26.2331642, 27.9047098",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/phefeni-miracles/
3426,Green Point JFT (F2F),Western Cape,Monday 18:00,in_person,"2 Somerset Rd, Green Point, Cape Town, 8001, South Africa","-33.9161263, 18.418842",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-2a/
3427,Just For Today CPT - Online,Western Cape,Monday 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-2/
4445,Kempton Park - Monday - 18:30,Johannesburg,Monday 18:30,in_person,"133 Plane Rd, Spartan, Kempton Park, 1619, South Africa","-26.1100543, 28.2186643",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/kempton-park-monday-1830/
3911,Florida - Monday - 18:30,Johannesburg,Monday 18:30,in_person,"43 Madeline St, Florida, Roodepoort, 1710, South Africa","-26.1725192, 27.9182898",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/florida-mondays-1830/
3507,Durban North Monday,Kwazulu-Natal,Monday 18:30,in_person,"3 Swapo Rd, Durban North, 4051, South Africa","-29.7842701, 31.0385933",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/durban-north-monday/
4400,Weltevreden Park - Monday - 19:00,Johannesburg,Monday 19:00,in_person,"1140 Cornelius St, Weltevredenpark, Johannesburg, 1709, South Africa","-26.126518, 27.9261138",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/weltevreden-park-mondays-1900/
3428,Blouberg - Surrender to Monday,Western Cape,Monday 19:00,in_person,"3 Batavia Rd, Bloubergstrand, Cape Town, 7436, South Africa","-33.8001221, 18.4594127",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/surrender-to-monday/
3915,Vanderbijlpark - Monday - 19:00,Johannesburg,Monday 19:00,in_person,"90 Abraham St, Mantervrede AH, Vanderbijlpark, South Africa","-26.74229, 27.8116",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/vanderbijlpark-monday-1900/
3509,Phoenix Monday,Kwazulu-Natal,Monday 19:00,in_person,"14 Grandmore Rd, Grove End, Phoenix, 4068, South Africa","-29.6984235, 31.0257716",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/phoenix-monday/
3429,Delft Against All Odds,Western Cape,Monday 19:00,in_person,"Voorbrug Rd, Delft, Cape Town, 7100, South Africa","-33.9742275, 18.6443664",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/delft/
3430,City Bowl,Western Cape,Monday 19:00,in_person,"55 Kloof St, Gardens, Cape Town, 8001, South Africa","-33.9293726, 18.4116357",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/city-bowl/
3617,Monday Garsfontein Meeting,Pretoria,Monday 19:00,in_person,"Hilda Botha St, Garsfontein, Pretoria, 0042, South Africa","-25.7920413, 28.2860626",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/spiritual-principles/
3431,Plettenberg Bay (Share / Topic Meeting),Western Cape,Monday 19:00,in_person,"11 Green Point Ave, Plettenberg Bay, 6600, South Africa","-34.0623416, 23.3654226",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/plettenberg-bay-2/
4358,Spiritual Principles,Johannesburg,Monday 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/spiritual-principles-2/
3917,LGBTQIA - Monday - 19:00 - Online,Johannesburg,Monday 19:00,online,"Johannesburg South, 2190, South Africa","-26.2573212, 28.0478826",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/lgbtqia-monday-1900-online/
3619,Monday Lyttleton,Pretoria,Monday 19:00,in_person,"113 Monument Ave, Lyttelton Manor, Centurion, 0157, South Africa","-25.8326962, 28.204478",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/topic-3/
3432,Mosselbay,Western Cape,Monday 19:00,in_person,"Queen St, Kwanonqaba, Mossel Bay, 6506, South Africa","-34.16859, 22.100618",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/mossel-bay/
3621,Monday Montana Meeting,Pretoria,Monday 19:00,in_person,"435 3rd Rd, Montana, Pretoria, 0187, South Africa","-25.6677021, 28.2347045",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/back-to-basics/
3623,Monday Rietvlei Meeting,Pretoria,Monday 19:00,online,"Mabeskraal, 0313, South Africa","-25.2106078, 26.8218297",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/monday-rietvlei-meeting-open/
3625,Monday Rustenburg Meeting,Pretoria,Monday 19:00,in_person,"Unnamed Rd, Malebitsa, South Africa","-24.8987379, 28.9329028",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/monday-rustenburg-meeting-open/
3433,Constantia Monday,Western Cape,Monday 19:00,in_person,"17 Silverhurst Way, Bergvliet, Cape Town, 7945, South Africa","-34.0503996, 18.4578814",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/constantia/
3434,Stellenbosch,Western Cape,Monday 19:00,in_person,"4 Rustenburg Way, Idasvallei, Stellenbosch, 7609, South Africa","-33.924459, 18.8785029",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/stellenbosch/
3511,Umbilo Monday,Kwazulu-Natal,Monday 19:00,in_person,"55 Bartle Rd, Umbilo, Berea, 4075, South Africa","-29.8794501, 30.9864428",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/umbilo-monday/
3435,NA Hermanus,Western Cape,Monday 19:00,in_person,"13 Royal St, Hermanus, 7200, South Africa","-34.4161673, 19.2419879",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/na-hermanus/
3513,Austerville Monday,Kwazulu-Natal,Monday 19:00,in_person,"2 Petingo Grove, Austerville, Bluff, 4052, South Africa","-29.9409252, 30.9809018",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/austerville-monday/
3436,Gordon's Bay Monday Night,Western Cape,Monday 19:15,in_person,"87 Beach Rd, Gordons Bay Central, Cape Town, 7151, South Africa","-34.1614874, 18.8674013",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/gordons-bay/
3922,Brackenhurst - Monday - 19:30,Johannesburg,Monday 19:30,in_person,"9 Toinette St, Brackenhurst, Alberton, 1453, South Africa","-26.333922, 28.1065805",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/brackenhurst-monday-1900-2/
3925,Norscot - Monday - 19:30,Johannesburg,Monday 19:30,in_person,"16B Penguin Dr, Norscot, Sandton, 2055, South Africa","-26.0354488, 28.0073574",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/norscot-monday-1930/
3935,Rosebank - Monday - 19:30,Johannesburg,Monday 19:30,in_person,"68 7th Ave, Parktown North, Randburg, 2193, South Africa","-26.1452437, 28.0342754",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/rosebank-monday-2/
3940,Edenvale - Monday - 19:30,Johannesburg,Monday 19:30,in_person,"92 Voortrekker Ave, Edenvale, 1609, South Africa","-26.1381921, 28.1523465",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/edenvale-monday-1930-2/
3437,Bonteheuwel Meeting,Western Cape,Monday 19:30,in_person,"Elder St & Jakkalsvlei Ave, Bonteheuwel, Cape Town, 7764, South Africa","-33.9462468, 18.5512115",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/bonteheuwel/
3438,Durbanville Together We Can,Western Cape,Monday 19:30,in_person,"5 Louw St, Durbanville, Cape Town, 7550, South Africa","-33.8332707, 18.6511041",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/durbanville/
3439,Lansdowne Searching and Fearless,Western Cape,Monday 19:30,in_person,"63 Church St, Lansdowne, Cape Town, 7780, South Africa","-33.994866, 18.504647",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/lansdowne/
3440,Blue Monday Steenberg,Western Cape,Monday 19:30,in_person,"24 Service Rd, Muizenberg, Cape Town, 7945, South Africa","-34.0841507, 18.4552389",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/blue-monday-steenberg/
3515,Chatsworth Monday,Kwazulu-Natal,Monday 19:30,in_person,"14 Joyhurst St, Westcliff, Chatsworth, 4092, South Africa","-29.9146577, 30.8792426",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/chatsworth-monday/
3517,Newlands East Monday,Kwazulu-Natal,Monday 19:30,in_person,"Garrick Cres, Newlands East, 4037, South Africa","-29.7697848, 30.983018",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/newlands-east-monday/
3441,No Matter What,Western Cape,Monday 19:30,in_person,"Rawson St & Collingwood Rd, Observatory, Cape Town, 7925, South Africa","-33.9368288, 18.4690212",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/observatory/
3951,Rosettenville - Monday - 19:30 - Online,Johannesburg,Monday 19:30,online,"Rosettenville, Johannesburg South, 2190, South Africa","-26.2527573, 28.0566638",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/rosettenville-na-2/
3442,Carrying the Message,Western Cape,Monday 19:30,in_person,"9 Cassino Rd, Plumstead, Cape Town, 7801, South Africa","-34.0292019, 18.4813627",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/southfield/
3962,Lenasia - Monday- 20:00,Johannesburg,Monday 20:00,in_person,"5 Suikerbos St, Lenasia, 1821, South Africa","-26.3213547, 27.8376222",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/lenasia-wednesday-2000-2/
3971,Thames House - Monday - 20:00,Johannesburg,Monday 20:00,in_person,"Hope St, Roodepoort 302-Iq, 1829, South Africa","-26.3536644, 27.8512737",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thames-house-group-monday-2000-3/
3443,Hour of Power - Online,Western Cape,Monday 20:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hour-of-power-online/
4341,Serenity@Sunrise,Johannesburg,Tuesday 06:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/serenitysunrise/
4331,JFT Meeting,Johannesburg,Tuesday 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft-online-2/
3630,Hammanskraal Meeting - Tuesday,Pretoria,Tuesday 10:00,in_person,"80 Temba, Kudube Unit 1, Temba, 0400, South Africa","-25.3917816, 28.2616105",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hammanskraal-tuesday-meeting-open/
3634,Tuesday Mabupane Recovery Meeting,Pretoria,Tuesday 11:00,in_person,"Mabopane Rd, 0190, South Africa","-25.5067725, 28.0787171",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/tuesday-mabupane-recovery-meeting/
3948,Zola Soweto - Tuesday - 11:30,Johannesburg,Tuesday 11:30,in_person,"3131 Bolani Rd, Zola, Soweto, 1878, South Africa","-26.2485972, 27.8456092",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/zola-tuesday-1130-2/
3994,Protea Glen - Tuesday - 12:00,Johannesburg,Tuesday 12:00,in_person,"Milkwood St, Protea Glen, Soweto, 1819, South Africa","-26.2695025, 27.8163326",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/protea-glen-tuesday-1200/
3444,Green market square Express,Western Cape,Tuesday 13:05,in_person,"151 Longmarket St, Cape Town City Centre, Cape Town, 8000, South Africa","-33.9228607, 18.4195143",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-7/
4007,Bram Fischerville - Tuesday - 16:00,Johannesburg,Tuesday 16:00,in_person,"Unity Blvd, Roodepoort 237-Iq, Roodepoort 237-Iq, Roodepoort, 1725, South Africa","-26.18307, 27.86926",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/soweto-tuesday-1600/
4018,Braam Fischer - Tuesday - 16:00,Johannesburg,Tuesday 16:00,in_person,"Amandla Blvd, Braamfischerville, Soweto, 1875, South Africa","-26.2053763, 27.8617807",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/braam-fischer-tuesday-1600/
4352,Virtual Online Group (VOG),Johannesburg,Tuesday 17:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog-2/
3635,Tuesday Second Chance Meeting,Pretoria,Tuesday 17:00,inactive,"Dr Ribane Cres, Mamelodi - MD1, Pretoria, 0122, South Africa","-25.705918, 28.357379",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/tuesday-second-chance-meeting/
4027,Alabama Klerksdorp - Tuesday - 17:30,Johannesburg,Tuesday 17:30,in_person,"86 Buitekant St, Alabama, Klerksdorp, 2577, South Africa","-26.8682917, 26.5885237",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/alabama-klerksdorp-tuesday-1730/
3637,Tuesday Mamelodi,Pretoria,Tuesday 18:00,in_person,"19027 Somo St, Mamelodi - S&S, Pretoria, 0122, South Africa","-25.7041528, 28.3749915",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/thandanani-walk-in-centre-tuesday-600-pm/
4063,Fochville - Tuesday - 18:00,Johannesburg,Tuesday 18:00,in_person,"25 Vrede St, Fochville, 2515, South Africa","-26.4892749, 27.4982519",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/narcotics-annonymous-fochville/
4078,Diepkloof - Tuesday - 18:00,Johannesburg,Tuesday 18:00,inactive,"3707 Molatedi St, Diepkloof Zone 3, Johannesburg, 1864, South Africa","-26.2360612, 27.9451042",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/diepkloof-tuesdays-1800/
4092,Boskruin - Tuesday - 18:00,Johannesburg,Tuesday 18:00,in_person,"Hawken Ave & President Fouche Dr, Boskruin, Randburg, 2188, South Africa","-26.0877802, 27.9581916",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/boskruin-tuesday/
3980,Mapetla - Tuesday - 18:00,Johannesburg,Tuesday 18:00,in_person,"1864 Pilane St, Molapo, Soweto, 1818, South Africa","-26.2630288, 27.8580648",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/mapetla-tuesdays-1800-2/
3445,Just For Today CPT - Online,Western Cape,Tuesday 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/green-point-topic-meeting-share/
4125,Krugersdorp - Tuesday - 19:00,Johannesburg,Tuesday 19:00,in_person,"86 Viljoen St, Krugersdorp North, Krugersdorp, 1740, South Africa","-26.0873659, 27.7714743",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/krugersdorp-tuesday/
4067,Brakpan - Tuesday - 19:00,Johannesburg,Tuesday 19:00,in_person,"134 Gardiner St, Brakpan, 1540, South Africa","-26.2353754, 28.3611652",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/brakpan-tuesday-1800/
4080,Fairlands - Tuesday - 19:00,Johannesburg,Tuesday 19:00,in_person,"152 Market St, Fairland, Johannesburg, 2030, South Africa","-26.134213, 27.9405317",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/fairlands-tuesday-1900/
4093,Towerby - Tuesday - 19:00 - Meeting is closed,Johannesburg,Tuesday 19:00,inactive,"8 Marilyn St, Rosettenville, Johannesburg South, 2190, South Africa","-26.2572902, 28.0470746",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/towerby-tuesday-1900/
3519,Umhlali Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,G6C8+MR oThongathi,"-29.4783125, 31.2170625",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/umhlali-tuesday/
3446,Claremont Tuesday Express,Western Cape,Tuesday 19:00,in_person,"8 Franklin Rd, Claremont, Cape Town, 7708, South Africa","-33.9815106, 18.4796306",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/claremont-express-meeting/
3639,Mamelodi Meeting,Pretoria,Tuesday 19:00,inactive,"Tlou St & Thibela St, Eastwood (Mamelodi), Pretoria, 0083, South Africa","-25.7049259, 28.3759588",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/mamelodi/
3521,Phoenix Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,"205 Canehaven Dr, Foresthaven, Phoenix, 4068, South Africa","-29.6862367, 31.017549",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/phoenix-tuesday/
3447,Living Queer,Western Cape,Tuesday 19:00,in_person,"Cedar Ave, Pinelands, Cape Town, 7405, South Africa","-33.9365957, 18.5125672",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/living-queer/
4110,Kyalami - Tuesday - 19:00,Johannesburg,Tuesday 19:00,in_person,"125 Duncan Rd, Glenferness AH, Johannesburg, 2021, South Africa","-26.0013152, 28.0329082",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/kyalami-tuesday-2000-3/
3641,Tuesday Hillcrest Meeting,Pretoria,Tuesday 19:00,in_person,"St Wilfrid's Anglican Church, 96 Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa","-25.7546412, 28.2368688",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/step-up-newcomer-group/
4359,Spiritual Principles,Johannesburg,Tuesday 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/spiritual-principles-3/
3448,Kalk Bay Changing Tides,Western Cape,Tuesday 19:00,in_person,"27 Main Rd, St James, Cape Town, 7946, South Africa","-34.1239102, 18.4521656",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/kalk-bay/
3642,Tuesday Lyttleton,Pretoria,Tuesday 19:00,in_person,"113 Monument Ave, Lyttelton Manor, Centurion, 0157, South Africa","-25.8326962, 28.204478",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/topic-tag-meeting/
4442,Kloof Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,"36 Village Rd, Kloof, 3640, South Africa","-29.7919853, 30.8321551",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/kloof-tuesday/
3523,Pennington Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,"Gumtree Rd & Pennington Dr, Pennington, 4184, South Africa","-30.385178, 30.694181",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/pennington-tuesday/
3644,Besileia Tuesday Meeting,Pretoria,Tuesday 19:00,hybrid,"66 Marais St, Rustenburg, 2999, South Africa","-25.6769633, 27.236415",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/besileia-tuesday-meeting-open/
3525,Tongaat Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,"2 Canary Cres, Buffelsdale, oThongathi, 4401, South Africa","-29.5816766, 31.0940125",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/tongaat-tuesday/
3527,Amanzimtoti Tuesday,Kwazulu-Natal,Tuesday 19:00,in_person,"157 Kingsway Rd, eManzimtoti, 4126, South Africa","-30.0656018, 30.8765551",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/amanzimtoti-tuesday/
3449,Tableview -Keep it Simple,Western Cape,Tuesday 19:00,in_person,"85 Janssens Avenue, Table View, Cape Town, 7439, South Africa","-33.8217118, 18.5040254",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/table-view/
4130,Benmore - Tuesday - 19:30,Johannesburg,Tuesday 19:30,in_person,"1 Pam Rd, Morningside, Sandton, 2057, South Africa","-26.0980843, 28.0510705",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/benmore-tuesday-1930-3/
4149,Waverley - Tuesday - 19:30,Johannesburg,Tuesday 19:30,in_person,"18 High Rd, Orchards, Johannesburg, 2192, South Africa","-26.1534196, 28.0746821",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/waverley-meeting/
4171,Fourways - Tuesdays - 19:30,Johannesburg,Tuesday 19:30,in_person,"31 Richard Rd, Fourways, Sandton, 2191, South Africa","-26.001813, 27.9980937",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/fourways-tuesdays-1930/
4095,Newclare – Tuesday – 19:30 - Temp Closed,Johannesburg,Tuesday 19:30,inactive,"4 Hoy St, Newclare, Randburg, 2093, South Africa","-26.1859872, 27.9636393",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/newclare-tuesday-1930/
3529,PMB Midlands Tuesday,Kwazulu-Natal,Tuesday 19:30,in_person,"40 Gaysingh Rd, Northdale, Pietermaritzburg, 3201, South Africa","-29.5662035, 30.3911176",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/pmb-tuesday/
4109,Randburg - Tuesday - 19:30,Johannesburg,Tuesday 19:30,in_person,"6 Brink St, Bryanbrink, Randburg, 2194, South Africa","-26.0766932, 27.9986335",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/randburg-tuesday-1930/
4126,Alberton - Tuesday - 19:30,Johannesburg,Tuesday 19:30,in_person,"Alwyn Taljaard Ave, New Redruth, Alberton, 1449, South Africa","-26.2646736, 28.1237073",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/alberton-tuesday-1930-2/
3531,Redhill Tuesday,Kwazulu-Natal,Tuesday 19:30,in_person,"8 Firwood Rd, Greenwood Park, Durban North, 4051, South Africa","-29.7778036, 31.0205178",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/redhill-tuesday/
3533,Vision of Hope Bluff Group,Kwazulu-Natal,Tuesday 19:30,in_person,"936 Bluff Rd, Bluff, Durban, 4052, South Africa","-29.9103488, 31.0146087",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/bluff-tuesday/
3450,Retreat Coming Home,Western Cape,Tuesday 19:30,in_person,"99 10th Ave, Cafda Village, Cape Town, 7965, South Africa","-34.0582047, 18.4782255",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/retreat/
4060,Ennerdale - Tuesday - 20:00,Johannesburg,Tuesday 20:00,in_person,"243 6th Ave, Mid-Ennerdale, Johannesburg, 1830, South Africa","-26.4183508, 27.8332721",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/ennerdale-tuesday-2000-2/
3451,Plumstead Strength and Unity,Western Cape,Tuesday 20:00,in_person,"87 Milford Rd, Plumstead, Cape Town, 7801, South Africa","-34.0221224, 18.4824553",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/plumstead-strength-and-unity/
4342,Serenity@Sunrise,Johannesburg,Wednesday 06:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/serenitysunrise-2/
4333,JFT Meeting,Johannesburg,Wednesday 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft-online-3/
4407,Klerksdorp - Wednesday - 10:00,Johannesburg,Wednesday 10:00,in_person,"63 Alex St, Alabama, Klerksdorp, 2577, South Africa","-26.8728027, 26.5884986",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/klerksdorp-wednesday-1000/
