legacy_id,meeting_name,area,schedule,format,source_address,source_coordinates,legacy_geocode,address_verified,map_pin_confirmed,spelling_checked,contact_confirmed,priority,qa_status,source_url
3594,Ballito Saturday,Kwazulu-Natal,Saturday 17:00,in_person,"51 Compensation Beach Rd, Ballito, 4399, South Africa","-29.5405315, 31.2163216",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/ballito-saturday/
4300,Blairgowrie - Saturday - 17:00,Johannesburg,Saturday 17:00,in_person,"8 Park Ln, Blairgowrie, Randburg, 2194, South Africa","-26.1155198, 28.0129043",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/blairgowrie-saturday-1700-2/
3691,Saturday Hillcrest Meeting (Afternoon),Pretoria,Saturday 17:00,in_person,"St Wilfrid's Anglican Church, 96 Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa","-25.7546412, 28.2368688",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/speaker-meeting/
4356,Virtual Online Group (VOG),Johannesburg,Saturday 17:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog-5/
3493,Crawford Living Clean,Western Cape,Saturday 17:00,in_person,"86 Lawrence Rd, Athlone, Cape Town, 7760, South Africa","-33.965281, 18.502987",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/crawford/
4311,Senaone Soweto - Saturday - 17:30,Johannesburg,Saturday 17:30,in_person,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa","-26.27807, 27.861969",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/phiri-primary-purpose-monday-1800/
3595,NA PMB Group Saturday,Kwazulu-Natal,Saturday 17:30,in_person,"Swallow Rd, Belfort Estate, Pietermaritzburg, 3201, South Africa","-29.5585297, 30.3839953",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/pmb-saturday/
4320,Bryanston - Saturday - 18:00,Johannesburg,Saturday 18:00,in_person,"253 Bryanston Dr, Bryanston, Sandton, 2191, South Africa","-26.0473815, 28.0318823",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/bryanston-saturday-1800-2/
3494,Just For Today CPT - Online,Western Cape,Saturday 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/green-point-topic-meeting-share-2/
4396,Goodwood Saturday Night,Western Cape,Saturday 19:00,in_person,"3HQ2+H6 Goodwood, Cape Town","-33.9110625, 18.5505625",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/goodwood/
4363,Spiritual Principles,Johannesburg,Saturday 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/spiritual-principles-6/
3496,Saturday Night Live,Western Cape,Saturday 19:00,in_person,"294 Main Rd, Kenilworth, Cape Town, 7708, South Africa","-33.9977512, 18.4680595",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/kenilworth-3/
3597,Pinetown Saturday,Kwazulu-Natal,Saturday 19:00,in_person,"2 Maurice Nichols Rd, Hatton Estate, Pinetown, 3610, South Africa","-29.8247912, 30.8658715",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/pinetown-saturday/
4284,Oaklands - Saturday - 19:30 (Bonfire),Johannesburg,Saturday 19:30,inactive,"41 Pretoria St, Oaklands, Sandton, 2192, South Africa","-26.1441326, 28.0710062",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/bonfire-saturday-2/
4365,Saturday Night Owl-12 past 11,Johannesburg,Saturday 23:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/midnight-meeting/
4413,Outreach - Saturday - 00:00 - Online,Johannesburg,Saturday 23:59,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/outreach-12-past-midnight-meeting-2/
3124,CT Women’s Meeting,Western Cape,Unknown 04:00,in_person,"Campground Rd, Rosebank, Cape Town, 7700, South Africa","-33.9539158, 18.4809661",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/ct-womens-meeting/
4346,Serenity@Sunrise,Johannesburg,Unknown 06:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/serenitysunrise-6/
3599,Durban Beach Sunday,Kwazulu-Natal,Unknown 08:00,in_person,"114 Snell Parade, North Beach, Durban, 4001, South Africa","-29.8446648, 31.0355797",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/durban-beach-sunday/
4327,Sydenham - Sunday - 09:00,Johannesburg,Unknown 09:00,hybrid,"27 George Ave, Fairmount, Johannesburg, 2192, South Africa","-26.1479358, 28.1016727",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/sydenham-meeting-3/
4337,JFT Meeting,Johannesburg,Unknown 09:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/jft-online-7/
3497,Sea Point Living Clean,Western Cape,Unknown 09:00,in_person,"Norfolk Rd, Sea Point, Cape Town, 8060, South Africa","-33.910678, 18.392015",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/seapointlivingclean/
3693,Soshanguve Meeting - Sunday,Pretoria,Unknown 10:00,inactive,"Soshanguve - AA, Soshanguve, 0152, South Africa","-25.503206, 28.0961737",yes,Pending,Pending,Pending,Pending,High,Not started,https://na.org.za/blog/meetings/soshanguve-meeting-sunday-open/
3601,Phoenix Sunday,Kwazulu-Natal,Unknown 11:30,in_person,"132, 134 Southbury Ave, Eastbury, Phoenix, 4068, South Africa","-29.7073477, 31.0270361",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/phoenix-sunday/
3498,Hanover Park (Get Back Up),Western Cape,Unknown 15:00,in_person,"0A Hanover Park Ave, Hanover Park, Cape Town, 7782, South Africa","-33.9951428, 18.5272467",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hanover-park-get-back-up/
4328,Parkhurst - Sunday - 15:00,Johannesburg,Unknown 15:00,inactive,"12th St & 5th Ave, Parkhurst, Randburg, 2193, South Africa","-26.1385847, 28.0155925",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/parkhurst-wednesday-1500-3/
4330,Sunninghill - Sunday - 15:30,Johannesburg,Unknown 15:30,in_person,"67 Nanyuki Rd, Sunninghill, Johannesburg, 2191, South Africa","-26.0318612, 28.0711152",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/sunninghill-sunday-sundowner-3/
3499,CT Women’s Meeting 2026,Western Cape,Unknown 16:00,in_person,"Campground Rd, Rosebank, Cape Town, 7700, South Africa","-33.9539158, 18.4809661",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/ct-womens-meeting-3/
3268,CT Women’s Meeting 2026,Western Cape,Unknown 16:00,in_person,"Campground Rd, Rosebank, Cape Town, 7700, South Africa","-33.9539158, 18.4809661",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/ct-womens-meeting-2/
4312,Alexander - Sunday - 16:00,Johannesburg,Unknown 16:00,in_person,"386 E Bank Ave, Alexandra, 2014, South Africa","-26.1002448, 28.1103729",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/alexander-sunday-1600-2/
3602,Hillcrest Sunday,Kwazulu-Natal,Unknown 16:00,in_person,"1A Old Main Rd, Hilldene, Hillcrest, 3610, South Africa","-29.7890833, 30.7743453",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/hillcrest-sunday/
3695,Sunday Afrikaans Meeting,Pretoria,Unknown 16:00,in_person,"449 Ridgeview Rd, Waterkloof Ridge, Pretoria, 0181, South Africa","-25.8140315, 28.2435817",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/afrikaans/
4313,Senaone Soweto - Sunday - 16:30,Johannesburg,Unknown 16:30,in_person,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa","-26.27807, 27.861969",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/senaoane-sunday-1630-2/
3604,Park Rynie Sunday,Kwazulu-Natal,Unknown 16:30,in_person,"512 2nd St, Park Rynie, 4182, South Africa","-30.3094934, 30.7422101",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/park-rynie-sunday/
4377,Toti Sunday Steps Meeting,Kwazulu-Natal,Unknown 16:30,in_person,"157 Kingsway Rd, eManzimtoti, 4126, South Africa","-30.0656018, 30.8765551",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/toti-sunday-steps-meeting/
3500,Plettenberg Bay (Share / Topic Meeting) Sunday,Western Cape,Unknown 17:00,in_person,"11 Green Point Ave, Plettenberg Bay, 6600, South Africa","-34.0623416, 23.3654226",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/plettenberg-bay/
3606,Merebank Sunday,Kwazulu-Natal,Unknown 17:00,in_person,"Juggernaut Rd, Merebank East, Bluff, 4052, South Africa","-29.95606, 30.9688372",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/merebank-sunday/
4379,Sunday Serenity,Western Cape,Unknown 17:00,in_person,"24 Service Rd, Muizenberg, Cape Town, 7945, South Africa","-34.0841507, 18.4552389",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/sunday-serenity/
3697,THE UNTOLD STORIES OF OUR NA MEMBERS,Pretoria,Unknown 17:00,online,"Pretoria, South Africa","-25.7565723, 28.1913815",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/the-untold-stories-of-na-members-online/
3502,Blouberg Sunday night,Western Cape,Unknown 17:00,in_person,"Soccer Clb, Table View, Cape Town, 7439, South Africa","-33.8268129, 18.4868162",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/blouberg/
4314,Alabama Klerksdorp - Sunday - 17:30,Johannesburg,Unknown 17:30,in_person,"86 Buitekant St, Alabama, Klerksdorp, 2577, South Africa","-26.8682917, 26.5885237",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/alabama-klerksdorp-sunday-1730-2/
4357,Johannesburg Sunday 5:30 pm,Johannesburg,Unknown 17:30,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/johannesburg-sunday-530-pm/
4315,Benmore - Sunday - 18:00,Johannesburg,Unknown 18:00,in_person,"1 Pam Rd, Morningside, Sandton, 2057, South Africa","-26.0980843, 28.0510705",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/benmore-sunday-1800-2/
4318,Parkhurst - Sunday - 18:00,Johannesburg,Unknown 18:00,in_person,"20A 7th Ave, Parktown North, Randburg, 2193, South Africa","-26.1449631, 28.0255828",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/parkhurst-sunday-1800-2/
3607,Tongaat Sunday,Kwazulu-Natal,Unknown 18:00,in_person,"2 Canary Cres, Buffelsdale, oThongathi, 4401, South Africa","-29.5816766, 31.0940125",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/tongaat-sunday/
3503,Just For Today CPT - Online,Western Cape,Unknown 18:00,online,"Western Cape, South Africa","-33.2277918, 21.8568586",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/just-for-today-2-2/
3609,Morningside Sunday,Kwazulu-Natal,Unknown 18:30,in_person,"3 Lumsden Cres, Morningside, Berea, 4001, South Africa","-29.8220348, 31.0105328",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/overport-sunday/
4364,Spiritual Principles,Johannesburg,Unknown 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/spiritual-principles-7/
4367,Virtual Online Group (VOG),Johannesburg,Unknown 19:00,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/virtual-online-group-vog-6/
4319,isiZulu Meeting - Sunday - 20:30 - Online,Johannesburg,Unknown 20:30,online,"Johannesburg, South Africa","-26.205647, 28.0337185",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/isizulu-meeting-3-2/
3611,isiZulu Sunday Online,Kwazulu-Natal,Unknown 20:30,online,"KwaZulu-Natal, South Africa","-28.5305539, 30.8958242",yes,Pending,Not applicable,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/isizulu-sunday-online/
4322,Esihlahleni Tsakane - Daily - 17:30,Johannesburg,Unknown unknown,in_person,"33747 Indaba St, Tsakani, Brakpan, 1548, South Africa","-26.3420167, 28.375242",no,Pending,Pending,Pending,Pending,Standard,Not started,https://na.org.za/blog/meetings/esihlahleni-tsakane-daily-1730-2/
