attachment_id,title,source_export,source_url,archive_path,unique_relative_path,local_path,source_page_count,source_pages_json,managed_storage_url,upload_status,source_linkage_status,sha256,basename_collision_count,identical_binary_count,archive_variant_count,derivative_variant_count,archive_variant_paths_json,canonical_archive_path_linked,canonical_selection_status,duplicate_or_variant_rationale,binary_duplicate_rationale,derivative_variant_rationale,unresolved_status
8746,helping-each-other-scaled-1,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/helping-each-other-scaled-1.jpg,uploads/sites/2/2025/11/helping-each-other-scaled-1.jpg,narcoticsanonymouskwazulu-natal/sites/2/2025/11/helping-each-other-scaled-1.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/sites/2/2025/11/helping-each-other-scaled-1.jpg,2,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8746"", ""title"": ""helping-each-other-scaled-1"", ""url"": ""https://na.org.za/kzn/helping-each-other-scaled-1/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4773"", ""title"": ""Contact Us"", ""url"": ""https://na.org.za/kzn/et_pb_layout/contact-us/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/helping-each-other-scaled-1_e0c666a6.jpg,uploaded,linked,5698bda9900349a9e058bcd0c5ad0631f0e9d463020dda9c143ce400c5f970f7,4,4,4,3,"[""uploads/sites/2/2025/11/helping-each-other-scaled-1.jpg"", ""uploads/sites/3/2025/11/helping-each-other-scaled-1.jpg"", ""uploads/sites/4/2025/11/helping-each-other-scaled-1.jpg"", ""uploads/sites/5/2025/11/helping-each-other-scaled-1.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8747,123795,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/123795.jpg,uploads/sites/2/2025/11/123795.jpg,narcoticsanonymouskwazulu-natal/sites/2/2025/11/123795.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/sites/2/2025/11/123795.jpg,3,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8747"", ""title"": ""123795"", ""url"": ""https://na.org.za/kzn/123795/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4772"", ""title"": ""ASC Contacts"", ""url"": ""https://na.org.za/kzn/et_pb_layout/asc-contacts/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8763"", ""title"": ""Area Service Committee"", ""url"": ""https://na.org.za/kzn/area-service-committee/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/123795_3bbfcdf5.jpg,uploaded,linked,372d28dc7a82aed9e7330555e2957572d868127d20b858808169ea9cbc1348d0,4,4,4,3,"[""uploads/sites/2/2025/11/123795.jpg"", ""uploads/sites/3/2025/11/123795.jpg"", ""uploads/sites/4/2025/11/123795.jpg"", ""uploads/sites/5/2025/11/123795.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8748,2147770870-e1763292893626,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/2147770870-e1763292893626.jpg,uploads/2025/11/2147770870-e1763292893626.jpg,narcoticsanonymouskwazulu-natal/2025/11/2147770870-e1763292893626.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/2025/11/2147770870-e1763292893626.jpg,3,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8748"", ""title"": ""2147770870-e1763292893626"", ""url"": ""https://na.org.za/kzn/2147770870-e1763292893626/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4771"", ""title"": ""Literature"", ""url"": ""https://na.org.za/kzn/et_pb_layout/literature/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8759"", ""title"": ""Literature"", ""url"": ""https://na.org.za/kzn/literature/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/2147770870-e1763292893626_8f951734.jpg,uploaded,linked,c71a509defbafd7a832e856784fa9e21aef61eea6b6ce8b540428269f7c12fb9,4,4,5,4,"[""uploads/2025/11/2147770870-e1763292893626.jpg"", ""uploads/sites/2/2025/11/2147770870-e1763292893626.jpg"", ""uploads/sites/3/2025/11/2147770870-e1763292893626.jpg"", ""uploads/sites/4/2025/11/2147770870-e1763292893626.jpg"", ""uploads/sites/5/2025/11/2147770870-e1763292893626.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8749,120044,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/120044.jpg,uploads/sites/2/2025/11/120044.jpg,narcoticsanonymouskwazulu-natal/sites/2/2025/11/120044.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/sites/2/2025/11/120044.jpg,3,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8749"", ""title"": ""120044"", ""url"": ""https://na.org.za/kzn/120044/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4770"", ""title"": ""Downloads"", ""url"": ""https://na.org.za/kzn/et_pb_layout/downloads/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8761"", ""title"": ""Downloads"", ""url"": ""https://na.org.za/kzn/downloads/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/120044_5c7a5009.jpg,uploaded,linked,b5cd0535e771cc3c5391f80bfbfbacf776874c039cdbf2adee87127b62133185,4,4,4,3,"[""uploads/sites/2/2025/11/120044.jpg"", ""uploads/sites/3/2025/11/120044.jpg"", ""uploads/sites/4/2025/11/120044.jpg"", ""uploads/sites/5/2025/11/120044.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8750,2151930388,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/2151930388.jpg,uploads/2025/11/2151930388.jpg,narcoticsanonymouskwazulu-natal/2025/11/2151930388.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/2025/11/2151930388.jpg,3,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8750"", ""title"": ""2151930388"", ""url"": ""https://na.org.za/kzn/2151930388/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4769"", ""title"": ""Meetings"", ""url"": ""https://na.org.za/kzn/et_pb_layout/meetings/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8755"", ""title"": ""Meetings"", ""url"": ""https://na.org.za/kzn/na-meetings/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/2151930388_41252184.jpg,uploaded,linked,03c0c8e5eadcaecb8ced3e62dc4a49c00e09257e139aee7e680071fe21ecd076,5,5,5,4,"[""uploads/2025/11/2151930388.jpg"", ""uploads/sites/2/2025/11/2151930388.jpg"", ""uploads/sites/3/2025/11/2151930388.jpg"", ""uploads/sites/4/2025/11/2151930388.jpg"", ""uploads/sites/5/2025/11/2151930388.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 5 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8751,banner-wc-001-e1763484626801,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/banner-wc-001-e1763484626801.webp,uploads/sites/2/2025/11/banner-wc-001-e1763484626801.webp,narcoticsanonymouskwazulu-natal/sites/2/2025/11/banner-wc-001-e1763484626801.webp,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/sites/2/2025/11/banner-wc-001-e1763484626801.webp,2,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8751"", ""title"": ""banner-wc-001-e1763484626801"", ""url"": ""https://na.org.za/kzn/banner-wc-001-e1763484626801/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4768"", ""title"": ""Home"", ""url"": ""https://na.org.za/kzn/et_pb_layout/home/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/banner-wc-001-e1763484626801_2f3f49a8.webp,uploaded,linked,f37beacb12dcc6e550c5e123cf980301c8b64f6c1415a50428518511259a74a0,3,3,4,3,"[""uploads/sites/2/2025/11/banner-wc-001-e1763484626801.webp"", ""uploads/sites/3/2025/11/banner-wc-001-e1763484626801.webp"", ""uploads/sites/4/2025/11/banner-wc-001-e1763484626801.webp"", ""uploads/sites/5/2025/11/banner-wc-001-e1763484626801.webp""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 3 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8752,29376,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/29376.jpg,uploads/2025/11/29376.jpg,narcoticsanonymouskwazulu-natal/2025/11/29376.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/2025/11/29376.jpg,3,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8752"", ""title"": ""29376"", ""url"": ""https://na.org.za/kzn/29376/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""4768"", ""title"": ""Home"", ""url"": ""https://na.org.za/kzn/et_pb_layout/home/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8734"", ""title"": ""Home"", ""url"": ""https://na.org.za/kzn/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/29376_b73a0dfa.jpg,uploaded,linked,94d05aaab42c337ec696935fee116e713102d28392b8007192d33344a31945c8,5,5,5,4,"[""uploads/2025/11/29376.jpg"", ""uploads/sites/2/2025/11/29376.jpg"", ""uploads/sites/3/2025/11/29376.jpg"", ""uploads/sites/4/2025/11/29376.jpg"", ""uploads/sites/5/2025/11/29376.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 5 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8753,home-banner,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/home-banner.jpg,uploads/sites/3/2025/11/home-banner.jpg,narcoticsanonymouskwazulu-natal/sites/3/2025/11/home-banner.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/sites/3/2025/11/home-banner.jpg,2,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8753"", ""title"": ""home-banner"", ""url"": ""https://na.org.za/kzn/home-banner/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8734"", ""title"": ""Home"", ""url"": ""https://na.org.za/kzn/"", ""post_type"": ""page"", ""relation"": ""text-reference""}]",/manus-storage/home-banner_f0aaa7cd.jpg,uploaded,linked,4ac8ba6e8c3ae057d2fb20a5d95b088aaadc67a55889176c4a3988265d5c48fb,3,3,3,2,"[""uploads/sites/3/2025/11/home-banner.jpg"", ""uploads/sites/4/2025/11/home-banner.jpg"", ""uploads/sites/5/2025/11/home-banner.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 3 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,2 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8777,logo,narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/kzn/wp-content/uploads/sites/3/2025/11/logo.png,uploads/2025/11/logo.png,narcoticsanonymouskwazulu-natal/2025/11/logo.png,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouskwazulu-natal/2025/11/logo.png,2,"[{""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8777"", ""title"": ""logo"", ""url"": ""https://na.org.za/kzn/logo/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouskwazulu-natal.WordPress.2026-08-16.xml"", ""source_id"": ""8776"", ""title"": ""Theme Builder Layout"", ""url"": ""https://na.org.za/kzn/et_footer_layout/theme-builder-layout/"", ""post_type"": ""et_footer_layout"", ""relation"": ""text-reference""}]",/manus-storage/logo_72db097f.png,uploaded,linked,e060ea3b52588002a2fdde02bb5b1206d2c36febbfebddd484237f8faaf63ad0,5,5,5,4,"[""uploads/2025/11/logo.png"", ""uploads/sites/2/2025/11/logo.png"", ""uploads/sites/3/2025/11/logo.png"", ""uploads/sites/4/2025/11/logo.png"", ""uploads/sites/5/2025/11/logo.png""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 5 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
4,favicon,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/favicon.png,uploads/2025/11/favicon.png,narcoticsanonymouspretoria/2025/11/favicon.png,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/2025/11/favicon.png,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4"", ""title"": ""favicon"", ""url"": ""https://na.org.za/pta/favicon/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""5"", ""title"": ""cropped-favicon.png"", ""url"": ""https://na.org.za/pta/favicon/cropped-favicon-png/"", ""post_type"": ""attachment"", ""relation"": ""post-parent""}]",/manus-storage/favicon_2a9dc8f9.png,uploaded,linked,f5d430889ce2151b288dcbb7d01eef450ccfe87172684a86f09037000e015741,5,5,5,4,"[""uploads/2025/11/favicon.png"", ""uploads/sites/2/2025/11/favicon.png"", ""uploads/sites/3/2025/11/favicon.png"", ""uploads/sites/4/2025/11/favicon.png"", ""uploads/sites/5/2025/11/favicon.png""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 5 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
5,cropped-favicon.png,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/cropped-favicon.png,uploads/2025/11/cropped-favicon.png,narcoticsanonymouspretoria/2025/11/cropped-favicon.png,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/2025/11/cropped-favicon.png,1,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""5"", ""title"": ""cropped-favicon.png"", ""url"": ""https://na.org.za/pta/favicon/cropped-favicon-png/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}]",/manus-storage/cropped-favicon_45824bd4.png,uploaded,linked,df210711106a3cdffb6cb3fd6530bda5429bc43139e96acf6f3e73b178d438dd,5,5,5,4,"[""uploads/2025/11/cropped-favicon.png"", ""uploads/sites/2/2025/11/cropped-favicon.png"", ""uploads/sites/3/2025/11/cropped-favicon.png"", ""uploads/sites/4/2025/11/cropped-favicon.png"", ""uploads/sites/5/2025/11/cropped-favicon.png""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 5 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,4 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
6,29680,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/29680.jpg,uploads/sites/2/2025/11/29680.jpg,narcoticsanonymouspretoria/sites/2/2025/11/29680.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/sites/2/2025/11/29680.jpg,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""6"", ""title"": ""29680"", ""url"": ""https://na.org.za/pta/29680/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4781"", ""title"": ""Policies and Resources"", ""url"": ""https://na.org.za/pta/et_pb_layout/policies-and-resources/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/29680_3154afeb.jpg,uploaded,linked,568becb9033e554dcd2cf4bf5605622b1145adbd9f364e57d03da3a61fade568,4,4,4,3,"[""uploads/sites/2/2025/11/29680.jpg"", ""uploads/sites/3/2025/11/29680.jpg"", ""uploads/sites/4/2025/11/29680.jpg"", ""uploads/sites/5/2025/11/29680.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
7,129014,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/129014.jpg,uploads/sites/2/2025/11/129014.jpg,narcoticsanonymouspretoria/sites/2/2025/11/129014.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/sites/2/2025/11/129014.jpg,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""7"", ""title"": ""129014"", ""url"": ""https://na.org.za/pta/129014/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4780"", ""title"": ""Contribute"", ""url"": ""https://na.org.za/pta/et_pb_layout/contribute/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/129014_800953db.jpg,uploaded,linked,9ee2338cbce4746670206a0504a6f0d87b3ef7dbd29a772d979abdd05e019a28,4,4,4,3,"[""uploads/sites/2/2025/11/129014.jpg"", ""uploads/sites/3/2025/11/129014.jpg"", ""uploads/sites/4/2025/11/129014.jpg"", ""uploads/sites/5/2025/11/129014.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
8,zapper,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/zapper.png,uploads/sites/2/2025/11/zapper.png,narcoticsanonymouspretoria/sites/2/2025/11/zapper.png,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/sites/2/2025/11/zapper.png,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""8"", ""title"": ""zapper"", ""url"": ""https://na.org.za/pta/zapper/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4780"", ""title"": ""Contribute"", ""url"": ""https://na.org.za/pta/et_pb_layout/contribute/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/zapper_75368afb.png,uploaded,linked,8874197e3371b0db1e36140d727897d673ca7af9077a32f0839bdfad922592b2,4,4,4,3,"[""uploads/sites/2/2025/11/zapper.png"", ""uploads/sites/3/2025/11/zapper.png"", ""uploads/sites/4/2025/11/zapper.png"", ""uploads/sites/5/2025/11/zapper.png""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
9,2150951473,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/2150951473.jpg,uploads/sites/2/2025/11/2150951473.jpg,narcoticsanonymouspretoria/sites/2/2025/11/2150951473.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/sites/2/2025/11/2150951473.jpg,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""9"", ""title"": ""2150951473"", ""url"": ""https://na.org.za/pta/2150951473/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4779"", ""title"": ""Subcommittees"", ""url"": ""https://na.org.za/pta/et_pb_layout/subcommittees/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/2150951473_b0f654de.jpg,uploaded,linked,0bd62de9f2a0aff6f9b4614d3b29dccbaaaf7b6ff4c2bb7edda6e429fe33dddd,4,4,4,3,"[""uploads/sites/2/2025/11/2150951473.jpg"", ""uploads/sites/3/2025/11/2150951473.jpg"", ""uploads/sites/4/2025/11/2150951473.jpg"", ""uploads/sites/5/2025/11/2150951473.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
10,559,narcoticsanonymouspretoria.WordPress.2026-08-16.xml,https://www.gekkodev2.co.za/pta/wp-content/uploads/sites/4/2025/11/559.jpg,uploads/sites/2/2025/11/559.jpg,narcoticsanonymouspretoria/sites/2/2025/11/559.jpg,/home/ubuntu/webdev-static-assets/na-south-africa-unique/narcoticsanonymouspretoria/sites/2/2025/11/559.jpg,2,"[{""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""10"", ""title"": ""559"", ""url"": ""https://na.org.za/pta/559/"", ""post_type"": ""attachment"", ""relation"": ""text-reference""}, {""xml_export"": ""narcoticsanonymouspretoria.WordPress.2026-08-16.xml"", ""source_id"": ""4778"", ""title"": ""Add Event"", ""url"": ""https://na.org.za/pta/et_pb_layout/add-event/"", ""post_type"": ""et_pb_layout"", ""relation"": ""text-reference""}]",/manus-storage/559_62ce9729.jpg,uploaded,linked,95f07596585d9e24cb09572a1ab8e7ae1f2102450b729a5e70411dde7c9ca94c,4,4,4,3,"[""uploads/sites/2/2025/11/559.jpg"", ""uploads/sites/3/2025/11/559.jpg"", ""uploads/sites/4/2025/11/559.jpg"", ""uploads/sites/5/2025/11/559.jpg""]",yes,retained-canonical-source-attachment,Retained as a distinct canonical attachment because the same basename occurs in 4 source-relative records; the unique relative path prevents overwrite.,Identical binary occurs in multiple source-relative attachments; each source attachment remains separately traceable and is not overwritten.,3 additional linked archive-file variant(s) were recorded for this attachment; only the exact canonical attachment is in the controlled upload set.,none
