pdf_day,pdf_region,pdf_time,pdf_name,pdf_venue_excerpt,csv_name,csv_address,name_similarity,matched
thursday,WESTERN CAPE,7 pm,Paarl Thursday,"Toringkerk Paarl Church hall (lower hall), Malherbe Street & Pastorie Avenue 7:10 pm   Noordhoek - New Way of Life                  EN, O",Paarl Thursday,"Malherbe Street &amp; Pastorie Avenue, Esterville, Paarl, 7646, South Africa",1.25,True
thursday,WESTERN CAPE,7:10 pm,Noordhoek - New Way of Life,"Noordhoek Community Centre, Avondrust Cir 7:30 pm   Mitchell's Plain From The Streets to The",Noordhoek - New Way of Life,"Avondrust Cir, Chapmans Peak, Cape Town, South Africa",1.25,True
thursday,WESTERN CAPE,7:30 pm,Mitchell's Plain From The Streets to The,"Seats Mitchell's Plain Family and Youth Centre, Corner of Kilimanjaro and Pyrenees Street,",Mitchell's Plain From The Streets to The Seats,"WJQP+8X, Mitchells Plain, Cape Town, South Africa",1.18,True
thursday,WESTERN CAPE,7:45 pm,Edgemead Thursday Night Meeting,"St Michael and All Angels Anglican Church, Louis Thibault Dr & Letchworth Dr",Edgemead Thursday Night Meeting,"Louis Thibault Dr &amp; Letchworth Dr, Edgemead, Cape Town, 7407, South Africa",1.25,True
thursday,WESTERN CAPE,8 pm,Bellville Boston,"Bellville Presbyterian Church Office, Lingen St 8 pm   Heathfield Welcome Home",Bellville Boston,"Lingen St, Lingen, Cape Town, 7530, South Africa",1.25,True
thursday,WESTERN CAPE,8 pm,Heathfield Welcome Home,"Corner of Gordon Rd and 2nd Road, Gordon Rd & 2nd Rd 8 pm   Observatory (Beginners Group)",Heathfield Welcome Home,"Gordon Rd &amp; 2nd Rd, Heathfield, Cape Town, 7945, South Africa",1.25,True
thursday,WESTERN CAPE,8 pm,Observatory (Beginners Group),"Observatory Community Recreation Centre Room 7, Rawson St",Observatory (Beginners Group),"Rawson St, Observatory, Cape Town, 7925, South Africa",1.25,True
friday,JOHANNESBURG,10 am,Klerksdorp - Friday - 10:00,"Alabama Grace Community Church, 63 Alex St 10:30 am   Diepsloot - Friday - 10:30                   O",Klerksdorp - Friday - 10:00,"63 Alex St, Alabama, Klerksdorp, 2577, South Africa",1.25,True
friday,JOHANNESBURG,10:30 am,Diepsloot - Friday - 10:30,"Sanca Diepsloot Boardroom, 136 Dr. Moosa Diepsloot Centre, Extension 10, Off R511, Methodist Church Complex, Albert",Diepsloot - Friday - 10:30,"Albert St, Diepsloot West 4, Diepsloot, 2189, South Africa",1.25,True
friday,JOHANNESBURG,4 pm,Soweto - Friday - 16:00,"5634 Unity Boulevard ext 2, Bram Fischerville, Unity Blvd 4:30 pm    Kagiso - Friday - 16:30",Soweto - Friday - 16:00,"Unity Blvd, Roodepoort 237-Iq, Roodepoort 237-Iq, Roodepoort, 1725, South Africa",1.25,True
friday,JOHANNESBURG,4:30 pm,Kagiso - Friday - 16:30,"Odirileng Maponya Clinic(Sonap), 2998 Kagiso Ave 6 pm       Toekomsrus - Friday - 18h00",Kagiso - Friday - 16:30,"2998 Kagiso Ave, Kagiso, Johannesburg, 1754, South Africa",1.25,True
friday,JOHANNESBURG,6 pm,Toekomsrus - Friday - 18h00,"2 Diamant St 6 pm       Vosloorus - Friday - 18:00 3859 Sebati street, Ext 1 Vosloorus 1475,",Toekomsrus - Friday - 18h00,"2 Diamant St, Toekomsrus, Randfontein, 1765, South Africa",1.25,True
friday,JOHANNESBURG,6 pm,Vosloorus - Friday - 18:00,"3859 Sebati street, Ext 1 Vosloorus 1475, 3859 Sebati Rd 6 pm       Ferndale - Friday - 18:00",Vosloorus - Friday - 18:00,"3859 Sebati Rd, Vosloorus, 1475, South Africa",1.25,True
friday,JOHANNESBURG,6 pm,Ferndale - Friday - 18:00,"420 York Ave 6 pm       Boskruin - Friday - 18:00 Akeso Crescent clinic President Fouche Dr,",Ferndale - Friday - 18:00,"420 York Ave, Ferndale, Randburg, 2194, South Africa",1.25,True
friday,JOHANNESBURG,6 pm,Boskruin - Friday - 18:00,"Akeso Crescent clinic President Fouche Dr, Boskruin, Hawken Ave & President Fouche Dr",Boskruin - Friday - 18:00,"Hawken Ave &amp; President Fouche Dr, Boskruin, Randburg, 2188, South Africa",1.25,True
friday,JOHANNESBURG,6 pm,Soweto Dube - Friday - 18:00,"Dube Community Centre, Mahalefele Rd 6:30 pm    Tembisa - Friday -18:30 Mali &amp; Congo Street. Welamlambo",Soweto Dube - Friday - 18:00,"Mahalefele Rd, Dube, Soweto, 1801, South Africa",1.25,True
friday,JOHANNESBURG,6:30 pm,Tembisa - Friday -18:30,"Mali &amp; Congo Street. Welamlambo Section. Tembisa. 1632, Congo St 7 pm       Edenvale - Friday - 19:00",Tembisa - Friday -18:30,"Congo St, Welomlambo, Thembisa, 1632, South Africa",1.25,True
friday,JOHANNESBURG,7 pm,Edenvale - Friday - 19:00,68 6th Ave 7:30 pm    Benmore - Friday - 19:30 1 Pam Rd,Edenvale - Friday - 19:00,"68 6th Ave, Edenvale, 1609, South Africa",1.25,True
friday,JOHANNESBURG,7:30 pm,Benmore - Friday - 19:30,"1 Pam Rd 7:30 pm    Linden - Friday - 19:30                      O 272 York Ave, Ferndale, Randburg, 2194,",Benmore - Friday - 19:30,"1 Pam Rd, Morningside, Sandton, 2057, South Africa",1.25,True
friday,JOHANNESBURG,7:30 pm,Linden - Friday - 19:30,"272 York Ave, Ferndale, Randburg, 2194, 272 York Ave 7:30 pm    Daxina - Friday - 19:30",Linden - Friday - 19:30,"272 York Ave, Ferndale, Randburg, 2194, South Africa",1.25,True
friday,JOHANNESBURG,7:30 pm,Daxina - Friday - 19:30,"556 Chester street, Lenasia South, Johannesburg, 556 Chester St KWAZULU-NATAL: KWAZULU-NATAL",Daxina - Friday - 19:30,"556 Chester St, Lenasia South, Johannesburg, 1829, South Africa",1.25,True
friday,KWAZULU-NATAL,4:30 pm,Scottburgh Friday,"NGK (Nederduitse Gereformeerde Kerk) Church, Ann Arbor Rd 6 pm       Salt Rock Friday Beach Meeting               O",Scottburgh Friday,"Ann Arbor Rd, Scottburgh South, Scottburgh, 4180, South Africa",1.25,True
friday,KWAZULU-NATAL,6 pm,Salt Rock Friday Beach Meeting,"Salt Rock Library, 14 Garden Rd 6 pm       Howick Friday                                C St Josephs Catholic Church, 21 Buchanan",Salt Rock Friday Beach Meeting,"14 Garden Rd, Umhlali Beach, Ballito, 4420, South Africa",1.25,True
friday,KWAZULU-NATAL,6 pm,Howick Friday,"St Josephs Catholic Church, 21 Buchanan St 7 pm       Phoenix Friday                               C",Howick Friday,"21 Buchanan St, Howick, 3290, South Africa",1.25,True
friday,KWAZULU-NATAL,7 pm,Phoenix Friday,"Foresthaven Secondary School, 205 Canehaven Dr 7 pm       Musgrave Friday                              O",Phoenix Friday,"205 Canehaven Dr, Foresthaven, Phoenix, 4068, South Africa",1.25,True
friday,KWAZULU-NATAL,7 pm,Musgrave Friday,"Holy Trinity Church, 225 Musgrave Rd 7 pm       Austerville Friday                           O Wings of Love Building, 2 Petingo Grove",Musgrave Friday,"225 Musgrave Rd, Berea, Durban, 4001, South Africa",1.25,True
friday,KWAZULU-NATAL,7 pm,Austerville Friday,"Wings of Love Building, 2 Petingo Grove 7:30 pm    PMB Midlands Friday                          O 40 Gaysingh Rd",Austerville Friday,"2 Petingo Grove, Austerville, Bluff, 4052, South Africa",1.25,True
friday,KWAZULU-NATAL,7:30 pm,PMB Midlands Friday,40 Gaysingh Rd,PMB Midlands Friday,"40 Gaysingh Rd, Northdale, Pietermaritzburg, 3201, South Africa",1.25,True
friday,KWAZULU-NATAL,7:30 pm,Sydenham Friday,"Thekwini TVET College, 262 Daintree Ave PRETORIA: PRETORIA 6 pm       Friday Mamelodi West                         EN, O",Sydenham Friday,"262 Daintree Ave, Asherville, Berea, 4091, South Africa",1.25,True
friday,PRETORIA,6 pm,Friday Mamelodi West,"Mamelodi, 19 Sweba St 7 pm       Friday Constantia Meeting                    LIT, O Constantia Park, Lea St & Judith St",Friday Mamelodi West,"19 Sweba St, Mamelodi - CA3, Pretoria, 0122, South Africa",1.25,True
friday,PRETORIA,7 pm,Friday Constantia Meeting,"Constantia Park, Lea St & Judith St WESTERN CAPE: WESTERN CAPE 12:15 pm   Freaky Fridays",Friday Constantia Meeting,"Lea St &amp; Judith St, Waterkloof Glen, Pretoria, 0010, South Africa",1.25,True
friday,WESTERN CAPE,12:15 pm,Freaky Fridays,"Kenilworth Community Presbyterian Church, 294 Main Rd 5 pm       Living Miracles, Mosselbay",Freaky Fridays,"294 Main Rd, Kenilworth, Cape Town, 7708, South Africa",1.25,True
friday,WESTERN CAPE,5 pm,"Living Miracles, Mosselbay","Harry Giddy Park, Mosselbay, South Africa, 113 Montagu St 6 pm       Durbanville Friday Keep Coming Back","Living Miracles, Mosselbay","113 Montagu St, Mossel Bay Central, Mossel Bay, 6500, South Africa",1.25,True
friday,WESTERN CAPE,6 pm,Durbanville Friday Keep Coming Back,"Durbanville Presbyterian Church, Cnr Louw St and Hafele St. Durbanville., 5 Louw St",Durbanville Friday Keep Coming Back,"5 Louw St, Durbanville, Cape Town, 7550, South Africa",1.25,True
friday,WESTERN CAPE,6 pm,Friday Kommetjie - Kom Recover,"Kommetjie Christian Church, 4 Lighthouse Rd 6 pm       Green Point JFT (F2F)",Friday Kommetjie - Kom Recover,"4 Lighthouse Rd, Kommetjie, Cape Town, 7976, South Africa",1.25,True
friday,WESTERN CAPE,6 pm,Green Point JFT (F2F),"Salesians Institute, 2 Somerset Rd 6 pm       Blouberg Friday Table View Neighborhood Watch",Green Point JFT (F2F),"2 Somerset Rd, Green Point, Cape Town, 8001, South Africa",1.25,True
friday,WESTERN CAPE,6 pm,Blouberg Friday,"Table View Neighborhood Watch Headquarters, Soccer Clb 7 pm       Living Queer Literature                          C",Blouberg Friday,"Soccer Clb, Table View, Cape Town, 7439, South Africa",1.25,True
friday,WESTERN CAPE,7 pm,Living Queer Literature,"Gilpine Scout Hall, Cedar Ave 7 pm       Friday Muizenberg Muizenberg Methodist Church, 5",Living Queer Literature,"Cedar Ave, Pinelands, Cape Town, 7405, South Africa",1.25,True
friday,WESTERN CAPE,7 pm,Friday Muizenberg,"Muizenberg Methodist Church, 5 Marchmont Rd 7 pm       Helderberg Friday",Friday Muizenberg,"5 Marchmont Rd, Muizenberg, Cape Town, 7950, South Africa",1.25,True
friday,WESTERN CAPE,7 pm,Helderberg Friday,"Somerset West United Church, 28 Bright St 8 pm       One Addict Helping Another Cedar High School, entrance off",Helderberg Friday,"28 Bright St, Somerset West, Cape Town, 7130, South Africa",1.25,True
friday,WESTERN CAPE,8 pm,One Addict Helping Another,"Cedar High School, entrance off Weltevreden Rd, Weltevreden Dr & Spine Rd",One Addict Helping Another,"Weltevreden Dr &amp; Spine Rd, Rocklands, Cape Town, 7798, South Africa",1.25,True
saturday,JOHANNESBURG,9 am,Sandhurst - Saturday - Peacock Group -,09:00 50 Saxon Rd 9 am      Soweto - Saturday - 09:00,Sandhurst - Saturday - Peacock Group - 09:00,"50 Saxon Rd, Sandhurst, Sandton, 2196, South Africa",1.164,True
saturday,JOHANNESBURG,9 am,Soweto - Saturday - 09:00,"827 Elias Motsoaledi Road, Moroka, Soweto 1860, 827 Elias Motsoaledi Rd 9 am      Randfontein - Saturday - 09:00",Soweto - Saturday - 09:00,"827 Elias Motsoaledi Rd, Rockville, Soweto, 1818, South Africa",1.25,True
saturday,JOHANNESBURG,9 am,Randfontein - Saturday - 09:00,"Ithuba centre 3315 Ralarata street mohlakeng randfontein, Ralerata St 9 am      Bedfordview - Saturday - 09:00                   LIT",Randfontein - Saturday - 09:00,"Ralerata St, Mohlakeng, Randfontein, 1759, South Africa",1.25,True
saturday,JOHANNESBURG,9 am,Bedfordview - Saturday - 09:00,"St James Presbyterian Church, 3 Oxford Rd 5 pm      Blairgowrie - Saturday - 17:00                     O Blairgowrie Recreation Centre, 8 Park Ln",Bedfordview - Saturday - 09:00,"3 Oxford Rd, Bedford Gardens, Johannesburg, 2007, South Africa",1.25,True
saturday,JOHANNESBURG,5 pm,Blairgowrie - Saturday - 17:00,"Blairgowrie Recreation Centre, 8 Park Ln 5:30 pm   Senaone Soweto - Saturday - 17:30                  O 1607 Kanya Rd",Blairgowrie - Saturday - 17:00,"8 Park Ln, Blairgowrie, Randburg, 2194, South Africa",1.25,True
saturday,JOHANNESBURG,5:30 pm,Senaone Soweto - Saturday - 17:30,"1607 Kanya Rd 6 pm      Bryanston - Saturday - 18:00 253 Bryanston Drive, 253 Bryanston Dr",Senaone Soweto - Saturday - 17:30,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa",1.25,True
saturday,JOHANNESBURG,6 pm,Bryanston - Saturday - 18:00,"253 Bryanston Drive, 253 Bryanston Dr KWAZULU-NATAL: KWAZULU-NATAL 9 am      Scottburgh Saturday                                O",Bryanston - Saturday - 18:00,"253 Bryanston Dr, Bryanston, Sandton, 2191, South Africa",1.25,True
saturday,KWAZULU-NATAL,9 am,Scottburgh Saturday,"Scottburgh Beach, Marine Terrace (Near caravan park), Marine Terrace 2 pm      IsiZulu Saturday                                   O",Scottburgh Saturday,"Marine Terrace, Scottburgh, 4180, South Africa",1.25,True
saturday,KWAZULU-NATAL,2 pm,IsiZulu Saturday,"Denis Hurley Centre, 2 Cathedral Rd 3 pm      Phoenix Saturday                                   O Rock Foundation Ministries, Strandbrook",IsiZulu Saturday,"2 Cathedral Rd, Durban Central, Durban, 4001, South Africa",1.25,True
saturday,KWAZULU-NATAL,3 pm,Phoenix Saturday,"Rock Foundation Ministries, Strandbrook Cres & Towerbrook Cres 3 pm      Umzinto Saturday                                   O",Phoenix Saturday,"Strandbrook Cres &amp; Towerbrook Cres, Brookdale, Phoenix, 4068, South Africa",1.25,True
saturday,KWAZULU-NATAL,3 pm,Umzinto Saturday,"Wayside Chapel, Ocean View Rd 4 pm      Redhill Saturday                                   C Redhill Public Library, 8 Firwood Rd",Umzinto Saturday,"Ocean View Rd, Hazelwood, eMuziwezinto, 4200, South Africa",1.25,True
saturday,KWAZULU-NATAL,4 pm,Redhill Saturday,"Redhill Public Library, 8 Firwood Rd 4 pm      Tongaat Saturday                                   C Tongaat Central Library, 1 Victoria Ave",Redhill Saturday,"8 Firwood Rd, Greenwood Park, Durban North, 4051, South Africa",1.25,True
saturday,KWAZULU-NATAL,4 pm,Tongaat Saturday,"Tongaat Central Library, 1 Victoria Ave 5 pm      Ballito Saturday                                   O Ballito Public Library, 51 Compensation",Tongaat Saturday,"1 Victoria Ave, Gandhi`s Hill, oThongathi, 4400, South Africa",1.25,True
saturday,KWAZULU-NATAL,5 pm,Ballito Saturday,"Ballito Public Library, 51 Compensation Beach Rd 5:30 pm   NA PMB Group Saturday                              C",Ballito Saturday,"51 Compensation Beach Rd, Ballito, 4399, South Africa",1.25,True
saturday,KWAZULU-NATAL,5:30 pm,NA PMB Group Saturday,"Jesus International Ministry, Swallow Rd 7 pm      Pinetown Saturday                                  O Parish of the Immaculate Conception",NA PMB Group Saturday,"Swallow Rd, Belfort Estate, Pietermaritzburg, 3201, South Africa",1.25,True
saturday,KWAZULU-NATAL,7 pm,Pinetown Saturday,"Parish of the Immaculate Conception Catholic Church, 2 Maurice Nichols Rd PRETORIA: PRETORIA",Pinetown Saturday,"2 Maurice Nichols Rd, Hatton Estate, Pinetown, 3610, South Africa",1.25,True
saturday,PRETORIA,8 am,Saturday Hillcrest,"Hillcrest, St Wilfrid's Anglican Church 5 pm      Saturday Hillcrest Meeting (Afternoon)             O Hillcrest, St Wilfrid's Anglican Church",Saturday Hillcrest,"St Wilfrid's Anglican Church, 96 Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa",1.25,True
saturday,PRETORIA,5 pm,Saturday Hillcrest Meeting (Afternoon),"Hillcrest, St Wilfrid's Anglican Church WESTERN CAPE: WESTERN CAPE 8:30 am   Knysna JFT (F2F)",Saturday Hillcrest Meeting (Afternoon),"St Wilfrid's Anglican Church, 96 Duxbury Rd, Hillcrest, Pretoria, 0083, South Africa",1.25,True
saturday,WESTERN CAPE,8:30 am,Knysna JFT (F2F),"Knysna, Trotter St 9 am      Kuilsriver Saturday Kuilsriver Public Library, 7 Carinus St",Knysna JFT (F2F),"Trotter St, Knysna Central, Knysna, 6570, South Africa",1.25,True
saturday,WESTERN CAPE,9 am,Kuilsriver Saturday,"Kuilsriver Public Library, 7 Carinus St 2 pm      Lotus River Every Step Counts                      C St Clements Primary School, St Clements",Kuilsriver Saturday,"7 Carinus St, Kuils River, Cape Town, 7580, South Africa",1.25,True
saturday,WESTERN CAPE,2 pm,Lotus River Every Step Counts,"St Clements Primary School, St Clements Way, St Clements Way 3 pm      I Can't We Can - Mitchells Plain",Lotus River Every Step Counts,"St Clements Way, Lotus River, Cape Town, 7805, South Africa",1.25,True
saturday,WESTERN CAPE,3 pm,I Can't We Can - Mitchells Plain,"Cedar High School, entrance off Weltevreden Rd, Weltevreden Dr & Spine Rd",I Can't We Can - Mitchells Plain,"Weltevreden Dr &amp; Spine Rd, Rocklands, Cape Town, 7798, South Africa",1.25,True
saturday,WESTERN CAPE,4:30 pm,Saturday Observatory,"Observatory Community Centre Hall, Rawson St & Collingwood Rd",Saturday Observatory,"Rawson St &amp; Collingwood Rd, Observatory, Cape Town, 7925, South Africa",1.25,True
saturday,WESTERN CAPE,5 pm,Crawford Living Clean,"St Mary's of Angels Catholic Church, 86 Lawrence Road, Athlone, 86 Lawrence Rd 7 pm   Goodwood Saturday Night",Crawford Living Clean,"86 Lawrence Rd, Athlone, Cape Town, 7760, South Africa",1.25,True
saturday,WESTERN CAPE,7 pm,Goodwood Saturday Night,"Church St, Goodwood Estate, Cape Town, 7460, 3HQ2+H6 Goodwood 7 pm   Saturday Night Live",Goodwood Saturday Night,"3HQ2+H6 Goodwood, Cape Town",1.25,True
saturday,WESTERN CAPE,7 pm,Saturday Night Live,"Kenilworth Community Presbyterian Church, 294 Main Rd",Saturday Night Live,"294 Main Rd, Kenilworth, Cape Town, 7708, South Africa",1.25,True
